0711 16:03:43885 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:03:52962 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:03:52962 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:03:52969 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:03:52969 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:03:52975 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:03:52976 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:03:52983 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:03:52983 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:03:52990 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:03:52990 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:03:52997 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:03:52998 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:03:53005 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:03:53005 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:03:53012 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:03:53013 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:03:53020 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:03:53020 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:03:53029 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 255
0711 16:03:53030 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 255
0711 16:03:53047 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 256
0711 16:03:53049 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 256
0711 16:03:53312 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:03:53312 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:03:53316 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:03:53317 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:03:53321 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:03:53322 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:03:53327 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:03:53327 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:03:53333 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:03:53334 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:03:53340 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:03:53340 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:03:53346 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:03:53347 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:03:53353 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:03:53354 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:03:53360 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:03:53361 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:03:53368 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:03:53368 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:03:53375 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:03:53375 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:03:53383 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:03:53383 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:03:53390 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:03:53391 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:03:53398 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:03:53398 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:03:53406 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 255
0711 16:03:53408 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 255
0711 16:03:53423 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 256
0711 16:03:53425 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 256
0711 16:03:53644 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:03:53645 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:03:53650 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:03:53650 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:03:53655 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:03:53655 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:03:53661 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:03:53661 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:03:53667 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:03:53667 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:03:53674 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:03:53674 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:03:53680 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:03:53681 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:03:53687 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:03:53687 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:03:53694 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:03:53695 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:03:53701 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:03:53702 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:03:53709 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:03:53710 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:03:53717 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:03:53717 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:03:53724 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:03:53725 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:03:53732 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:03:53732 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:03:53740 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 255
0711 16:03:53742 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 255
0711 16:03:53760 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 256
0711 16:03:53762 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 256
0711 16:03:53972 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:03:53973 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:03:53977 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:03:53977 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:03:53982 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:03:53983 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:03:53988 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:03:53988 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:03:53994 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:03:53994 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:03:54000 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:03:54001 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:03:54007 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:03:54007 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:03:54014 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:03:54014 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:03:54021 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:03:54022 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:03:54028 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:03:54029 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:03:54036 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:03:54036 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:03:54043 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:03:54044 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:03:54051 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:03:54051 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:03:54059 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:03:54059 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:03:54068 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 255
0711 16:03:54069 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 255
0711 16:03:54085 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 256
0711 16:03:54087 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 256
0711 16:03:54294 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:03:54294 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:03:54298 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:03:54299 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:03:54303 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:03:54304 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:03:54309 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:03:54309 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:03:54315 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:03:54316 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:03:54322 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:03:54322 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:03:54328 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:03:54329 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:03:54335 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:03:54336 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:03:54342 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:03:54343 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:03:54350 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:03:54350 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:03:54357 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:03:54358 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:03:54365 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:03:54365 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:03:54373 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:03:54373 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:03:54380 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:03:54381 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:03:54389 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 255
0711 16:03:54391 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 255
0711 16:03:54407 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 256
0711 16:03:54408 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 256
0711 16:04:02468 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 228
0711 16:04:02469 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 228
0711 16:04:02474 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 229
0711 16:04:02475 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:02481 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:02481 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:02487 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:02488 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:02495 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:02495 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:02502 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:02503 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:02510 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:02510 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:02518 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:02518 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:02526 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:02526 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:02534 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:02535 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:02542 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:02543 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:02551 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:02551 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:02559 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:02559 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:02567 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:02568 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:02576 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:02576 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:02584 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:02585 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:02593 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:02593 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:02601 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:02601 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:02610 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:02610 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:02618 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:02618 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:02626 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:02626 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:02634 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:02634 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:02641 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:02642 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:02649 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:02649 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:02656 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:04:02656 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:02663 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:04:02663 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:04:02669 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:04:02669 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:04:03318 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 228
0711 16:04:03319 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 228
0711 16:04:03324 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 229
0711 16:04:03325 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:03331 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:03331 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:03338 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:03338 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:03345 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:03345 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:03352 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:03353 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:03360 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:03360 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:03368 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:03368 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:03376 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:03376 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:03384 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:03384 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:03392 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:03393 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:03400 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:03401 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:03409 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:03409 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
0711 16:04:03417 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 241
0711 16:04:03417 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 241
0711 16:04:03425 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 242
0711 16:04:03425 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 242
0711 16:04:03433 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 243
0711 16:04:03434 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 243
0711 16:04:03441 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 244
0711 16:04:03442 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 244
0711 16:04:03450 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 245
0711 16:04:03450 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 245
0711 16:04:03458 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 246
0711 16:04:03458 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 246
0711 16:04:03466 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 247
0711 16:04:03466 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 247
0711 16:04:03474 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 248
0711 16:04:03474 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 248
0711 16:04:03482 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 249
0711 16:04:03482 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 249
0711 16:04:03489 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 250
0711 16:04:03490 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 250
0711 16:04:03496 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 251
0711 16:04:03497 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 251
0711 16:04:03504 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 252
0711 16:04:03504 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 252
0711 16:04:03510 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 253
0711 16:04:03511 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 253
0711 16:04:03516 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 254
0711 16:04:03517 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 254
0711 16:04:03833 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 228
0711 16:04:03833 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 228
0711 16:04:03839 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 229
0711 16:04:03840 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 229
0711 16:04:03845 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 230
0711 16:04:03846 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 230
0711 16:04:03853 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 231
0711 16:04:03853 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 231
0711 16:04:03860 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 232
0711 16:04:03860 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 232
0711 16:04:03867 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 233
0711 16:04:03868 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 233
0711 16:04:03875 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 234
0711 16:04:03875 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 234
0711 16:04:03883 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 235
0711 16:04:03884 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 235
0711 16:04:03891 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 236
0711 16:04:03891 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 236
0711 16:04:03899 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 237
0711 16:04:03900 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 237
0711 16:04:03908 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 238
0711 16:04:03908 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 238
0711 16:04:03916 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 239
0711 16:04:03916 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 239
0711 16:04:03924 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 0, y: 240
0711 16:04:03925 :: Some neighboring terrains could not be updated properly. TerrainNum: 0, x: 1, y: 240
